Q11629931	西銘恒三郎	自民	現職		九州ブロック	男性	1954-08-07				
Q5752415	丹羽秀樹	自民	現職	23	愛知県 6区	男性	1972-01-01	niwahideki	https://facebook.com/hideki.niwa.148		
Q861808	丹羽雄哉	自民	現職	8	茨城県 6区	男性	1944-04-20				
Q1207174	額賀福志郎	自民	現職	8	茨城県 2区	男性	1944-01-11				
Q1704924	根本匠	自民	現職	7	福島県 2区	男性	1951-03-07				
Q11536382	根本幸典	自民	現職	23	愛知県 15区	男性	1965-02-21				
Q459698	野田聖子	自民	現職	21	岐阜県 1区	女性	1960-09-03		https://facebook.com/seiko.noda.73		
Q11646016	野田毅	自民	現職	43	熊本県 2区	男性	1941-10-03				重複注意
Q11646018	野田毅	自民	現職	43	熊本県 2区	男性	1912-01-01				重複注意
Q57647	野田佳彦	民進	現職	12	千葉県 4区	男性	1957-05-20	NODAYOSHI55			
Q11645002	野中厚	自民	現職	11	埼玉県 12区	男性	1976-11-17				
Q11646177	野間健	希望	現職	46	鹿児島県 3区	男性	1958-10-08				
Q6426211	萩生田光一	自民	現職	13	東京都 24区	男性	1963-08-31				
Q5517695	橋本岳	自民	現職	33	岡山県 4区	男性	1974-02-05	ga9_h			
Q11544051	橋本英教	自民	現職		東北ブロック	男性	1967-08-28				
Q3136350	馳浩	自民	現職	17	石川県 1区	男性	1961-05-05		https://facebook.com/hiroshi.hase		
Q11578505	畑野君枝	共産	現職		南関東ブロック	女性	1957-01-28				
Q18817972	畠山和也	共産	現職	1	北海道ブロック	男性	1971-08-20				
Q11396609	初鹿明博	民進	現職		東京ブロック	男性	1969-04-15				
Q17219387	鳩山二郎	自民	現職	40	福岡県 6区	男性	1979-01-13				
Q8049977	葉梨康弘	自民	現職	8	茨城県 3区	男性	1959-01-01				
Q1132836	浜田靖一	自民	現職	12	千葉県 12区	男性	1955-10-21				
	浜地雅一	公明	現職		九州ブロック						
Q11566187	濱村進	公明	現職		近畿ブロック	男性	1975-09-30	HamamuraSusumu	https://facebook.com/hamamurasusumu		
Q926370	林幹雄	自民	現職	12	千葉県 10区	男性	1947-01-03				
Q548239	原口一博	民進	現職	41	佐賀県 1区	男性	1959-07-02	kharaguchi	https://facebook.com/kharagucih		
Q11409844	原田憲治	自民	現職	27	大阪府 9区	男性	1948-06-09				
Q8055970	原田義昭	自民	現職	40	福岡県 5区	男性	1944-10-01				
Q11667848	馬場伸幸	維新	現職	27	大阪府 17区	男性	1965-01-27				
Q784087	伴野豊	民進	現職		東海ブロック	男性	1961-01-01				
Q11547421	比嘉奈津美	自民	現職		九州ブロック	女性	1958-10-03				
Q11542092	樋口尚也	公明	現職		近畿ブロック	男性	1971-04-11				
	平井たくや	自民	現職	37	香川県 1区						
Q5770815	平口洋	自民	現職	34	広島県 2区	男性	1948-01-01				
Q6378065	平沢勝栄	自民	現職	13	東京都 17区	男性	1945-09-04				
Q405085	平沼赳夫	自民	現職	33	岡山県 3区	男性	1939-08-03				
Q1155448	平野博文	民進	現職		近畿ブロック	男性	1949-03-19				
Q7705291	福井照	自民	現職		四国ブロック	男性	1953-01-01				
Q11593023	福島伸享	民進	現職		北関東ブロック	男性	1970-08-08				
Q3435725	福田昭夫	民進	現職	9	栃木県 2区	男性	1948-04-17				
Q2506910	福田達夫	自民	現職	10	群馬県 4区	男性	1967-03-05	TatsuoFukuda	https://facebook.com/tatsuo.fukuda.page		
	ふくだ峰之	希望	現職		南関東ブロック						
Q11592023	福山守	自民	現職		四国ブロック	男性	1952-12-19				
Q11622818	藤井比早之	自民	現職	28	兵庫県 4区	男性	1971-09-11				
Q18818065	藤野保史	共産	現職		北陸信越ブロック	男性	1970-06-04				
Q11622647	藤丸敏	自民	現職	40	福岡県 7区	男性	1960-01-19				
Q11623218	藤原崇	自民	現職		東北ブロック	男性	1983-08-02				
Q5639959	船田元	自民	現職	9	栃木県 1区	男性	1953-01-01		https://facebook.com/hajime.funada		
Q1949760	古川元久	民進	現職	23	愛知県 2区	男性	1965-12-06	Fullgen	https://facebook.com/FurukawaMotohisa		
Q2576940	古川康	自民	現職	41	佐賀県 2区	男性	1958-07-15				
Q8056070	古川禎久	自民	現職	45	宮崎県 3区	男性	1965-08-03				
Q18817349	古田圭一	自民	現職		中国ブロック	男性	1957-08-14				
Q7497524	古本伸一郎	民進	現職	23	愛知県 11区	男性	1965-03-11				
Q1704969	古屋圭司	自民	現職	21	岐阜県 5区	男性	1952-11-01		https://facebook.com/furuyakeiji		
Q7051265	古屋範子	公明	現職		南関東ブロック	女性	1956-05-14	Noriko_Furuya	https://facebook.com/noriko.furuya514		
Q11513088	星野剛士	自民	現職	14	神奈川県 12区	男性	1963-08-08				
Q11606064	細田健一	自民	現職	15	新潟県 2区	男性	1964-07-11				
Q1133192	細田博之	自民	現職	32	島根県 1区	男性	1944-04-05	HosodaHiroyuki			
Q1135729	細野豪志	希望	現職	22	静岡県 5区	男性	1971-08-21	hosono_54	https://facebook.com/hosono54		
Q1131407	堀井学	自民	現職	1	北海道 9区	男性	1972-02-19				
Q18818101	堀内照文	共産	現職		近畿ブロック	男性	1972-11-02				
Q11427301	堀内詔子	自民	現職		南関東ブロック	女性	1965-10-28				
	前川恵	自民	現職		東京ブロック						
Q11397382	前田一男	自民	現職	1	北海道ブロック	男性	1966-05-27				
Q132280	前原誠司	民進	現職	26	京都府 2区	男性	1962-04-30				
Q11570409	牧島かれん	自民	現職	14	神奈川県 17区	女性	1976-11-01	makishimakaren			
Q5752395	牧原秀樹	自民	現職		北関東ブロック	男性	1971-01-01				
Q8056240	牧義夫	民進	現職		東海ブロック	男性	1958-01-14				
Q18818124	真島省三	共産	現職		九州ブロック	男性	1963-01-12				
Q18818128	升田世喜男	民進	現職		東北ブロック	男性	1957-06-05				
Q6383605	桝屋敬悟	公明	現職		中国ブロック	男性	1951-04-03				
	松木けんこう	民進	現職	1	北海道ブロック						
Q6842917	松島みどり	自民	現職	13	東京都 14区	女性	1956-07-15	matusimamidori	https://facebook.com/matsushimamidori		
Q17223599	松田直久	民進	現職		東海ブロック	男性	1954-05-08				
Q923428	松浪健太	維新	現職		近畿ブロック	男性	1971-08-17	matsunamikenta			
Q5770251	松野博一	自民	現職	12	千葉県 3区	男性	1962-01-01		https://facebook.com/matsunohirokazu		
Q8055323	松野頼久	民進	現職		九州ブロック	男性	1960-09-19		https://facebook.com/matsunoyorihisa		
Q1336805	松原仁	希望	現職		東京ブロック	男性	1956-07-31				
Q6311513	松本純	自民	現職	14	神奈川県 1区	男性	1950-04-11				
Q1315762	松本剛明	自民	現職	28	兵庫県 11区	男性	1959-04-25		https://facebook.com/takeaki.matsumoto.94		
Q5508556	松本文明	自民	現職		東京ブロック	男性	1949-03-25				
Q5680924	松本洋平	自民	現職	13	東京都 19区	男性	1973-08-31	matsumoto_yohei	https://facebook.com/matsumoto.yohei.7		
Q388496	馬淵澄夫	民進	現職	29	奈良県 1区	男性	1960-08-23	mabuchi_sumio			
Q21655809	真山祐一	公明	現職		東北ブロック	男性	1981-06-04				
	丸山穂高	維新	現職	27	大阪府 19区						
Q11353993	三ッ林裕巳	自民	現職	11	埼玉県 14区	女性	1955-09-07				
	三ッ矢憲生	自民	現職	24	三重県 5区						
Q6782673	水戸将史	民進	現職		南関東ブロック	男性	1962-07-28				
Q49988	御法川信英	自民	現職	5	秋田県 3区	男性	1964-01-01				
Q4803390	三原朝彦	自民	現職	40	福岡県 9区	男性	1947-05-23				
Q11453336	宮内秀樹	自民	現職	40	福岡県 4区	男性	1962-10-19				
Q11454668	宮川典子	自民	現職		南関東ブロック	女性	1979-04-05				
Q1656896	宮腰光寛	自民	現職	16	富山県 2区	男性	1950-01-01				
Q11454258	宮崎岳志	民進	現職		北関東ブロック	男性	1970-02-14				
Q11454333	宮崎政久	自民	現職		九州ブロック	男性	1965-08-08				
	宮澤博行	自民	現職	22	静岡県 3区						
Q5986289	宮下一郎	自民	現職	20	長野県 5区	男性	1958-08-01				
	宮路拓馬	自民	現職		九州ブロック						
Q11454828	宮本岳志	共産	現職		近畿ブロック	男性	1959-12-25				
Q18818200	宮本徹	共産	現職		東京ブロック	男性	1972-01-22				
Q7505129	務台俊介	自民	現職	20	長野県 2区	男性	1956-01-01				
Q11546528	武藤貴也	無所属	現職	25	滋賀県 4区	男性	1979-05-25				
Q8054534	武藤容治	自民	現職	21	岐阜県 3区	男性	1955-10-18				
Q18818207	宗清皇一	自民	現職	27	大阪府 13区	男性	1970-08-09				
Q11523004	村井英樹	自民	現職	11	埼玉県 1区	男性	1980-05-14				
Q11523193	村岡敏英	民進	現職		東北ブロック	男性	1960-07-25				
Q7446719	村上誠一郎	自民	現職	38	愛媛県 2区	男性	1952-05-11				
Q8056243	望月義夫	自民	現職	22	静岡県 4区	男性	1947-05-02				
Q1655453	茂木敏充	自民	現職	9	栃木県 5区	男性	1955-10-07		https://facebook.com/moteging		
Q11520430	本村賢太郎	民進	現職		南関東ブロック	男性	1970-04-17				
Q18818221	本村伸子	共産	現職		東海ブロック	女性	1972-10-20				
Q1133194	森英介	自民	現職	12	千葉県 11区	男性	1948-08-31				
	森山裕	自民	現職	46	鹿児島県 5区						
Q6782391	盛山正仁	自民	現職		近畿ブロック	男性	1953-12-14				
Q11391317	八木哲也	自民	現職		東海ブロック	男性	1947-08-10				
Q786752	保岡興治	自民	現職	46	鹿児島県 1区	男性	1939-05-11				
Q11603860	簗和生	自民	現職	9	栃木県 3区	男性	1979-04-22				
Q11467778	山尾志桜里	無所属	現職	23	愛知県 7区	女性	1974-07-24				
Q5209617	山際大志郎	自民	現職	14	神奈川県 18区	男性	1968-09-12				
Q7505080	山口俊一	自民	現職	36	徳島県 2区	男性	1950-02-28				
Q7676160	山口泰明	自民	現職	11	埼玉県 10区	男性	1948-11-10				
	山口壯	自民	現職	28	兵庫県 12区						
Q11466071	山下貴司	自民	現職	33	岡山県 2区	男性	1965-09-08				
Q11470671	山田賢司	自民	現職	28	兵庫県 7区	男性	1966-04-20				
Q11470608	山田美樹	自民	現職	13	東京都 1区	女性	1974-03-15	yamada_miki	https://facebook.com/mikiprofile		
Q11466249	山井和則	民進	現職	26	京都府 6区	男性	1962-01-06	yamanoikazunori	https://facebook.com/yamanoikazunori		
Q6426244	山本公一	自民	現職	38	愛媛県 4区	男性	1947-09-04				
Q6435368	山本幸三	自民	現職	40	福岡県 10区	男性	1948-08-08				
	山本拓	自民	現職		北陸信越ブロック						
Q11469130	山本朋広	自民	現職		南関東ブロック	男性	1975-06-20	ty_polepole	https://facebook.com/polepole.ty		
Q8060529	山本有二	自民	現職	39	高知県 2区	男性	1952-05-11				
Q6837954	柚木道義	民進	現職		中国ブロック	男性	1972-05-28	yunoki_m	https://facebook.com/michiyohi.yunoki		
Q130856	横路孝弘	民進	現職	1	北海道 1区	男性	1941-01-03				
Q18818315	横山博幸	希望	現職		四国ブロック	男性	1950-11-06				
Q11609955	義家弘介	自民	現職		南関東ブロック	男性	1971-03-31		https://facebook.com/h.yoshiie		
Q7677156	吉川貴盛	自民	現職	1	北海道 2区	男性	1950-01-01		https://facebook.com/takamori.yoshikawa		
	吉川元	社民	現職		九州ブロック						
	吉田豊史	維新	現職		北陸信越ブロック						
	吉田宣弘	公明	現職		九州ブロック						
Q49949	吉野正芳	自民	現職	7	福島県 5区	男性	1948-08-08				
Q5770152	笠浩史	希望	現職	14	神奈川県 9区	男性	1965-01-03				
Q11616618	若狭勝	希望	現職	13	東京都 10区	男性	1956-12-06				
Q6389383	若宮健嗣	自民	現職	13	東京都 5区	男性	1961-01-01				
Q5349200	鷲尾英一郎	民進	現職		北陸信越ブロック	男性	1977-01-01				
Q11562188	渡辺孝一	自民	現職	1	北海道ブロック	男性	1957-11-25				
Q7504421	渡辺周	民進	現職	22	静岡県 6区	男性	1961-12-11				
Q11562133	渡辺博道	自民	現職	12	千葉県 6区	男性	1950-08-03				
Q23907516	和田義明	自民	現職	1	北海道 5区	男性	1971-10-10				
Q11614128	船橋利実	自民		1	北海道 1区	男性	1960-11-20				
	道下大樹	民進		1	北海道 1区						
	森英士	共産		1	北海道 1区						
	金倉昌俊	共産		1	北海道 2区						
	小和田康文	維新		1	北海道 2区						
Q6389412	松木謙公	自民		1	北海道 2区	男性	1959-02-22				
	荒井聡	民進		1	北海道 3区						
	川部竜二	共産		1	北海道 3区						
	高木宏寿	自民		1	北海道 3区						
	佐々木明美	共産		1	北海道 4区						
Q11519999	本多平直	民進		1	北海道 4区	男性	1964-12-02				
Q11552069	池田真紀	民進		1	北海道 5区	女性	1981-03-01				
	森山佳則	幸福		1	北海道 5区						
	荻生和敏	共産		1	北海道 6区						
	石川明美	共産		1	北海道 7区						
	本間勝美	共産		1	北海道 8区						
	松橋千春	共産		1	北海道 9区						
	山岡達丸	民進		1	北海道 9区						
	神谷裕	民進		1	北海道 10区						
	女鹿武	共産		1	北海道 10区						
	石川香織	無所属		1	北海道 11区						
	佐々木とし子	共産		1	北海道 11区						
	菅原誠	共産		1	北海道 12区						
	水上美華	民進		1	北海道 12区						
	赤平勇人	共産		2	青森県 1区						
	奥本菜保巳	共産		2	青森県 2区						
	工藤武司	民進		2	青森県 2区						
	木村次郎	自民		2	青森県 3区						
	高柳博明	共産		2	青森県 3区						
	三国佑貴	幸福		2	青森県 3区						
	山内崇	民進		2	青森県 3区						
Q11671375	高橋比奈子	自民		3	岩手県 1区	女性	1958-01-19				
	吉田恭子	共産		3	岩手県 1区						
Q11578483	畑浩治	民進		3	岩手県 2区	男性	1963-09-28				
Q1916906	菊池幸夫	共産		3	岩手県 3区	男性	1964-01-01				
	岡本章子	無所属		4	宮城県 1区						
	畠山昌樹	維新		4	宮城県 1区						
	松井秀明	共産		4	宮城県 1区						
	油井哲史	幸福		4	宮城県 1区						
Q11651021	鎌田さゆり	無所属		4	宮城県 2区	女性	1965-01-08				
Q11383724	佐藤克之	共産		4	宮城県 2区	男性	1963-02-24				
	一條芳弘	民進		4	宮城県 3区						
Q11413629	吉田剛	共産		4	宮城県 3区	男性	1966-11-28				
	戸津川永	共産		4	宮城県 4区						
	坂東毅彦	民進		4	宮城県 4区						
	横田有史	共産		4	宮城県 6区						
	斉藤大悟	共産		5	秋田県 1区						
	藤本友里	共産		5	秋田県 2区						
	緑川貴士	民進		5	秋田県 2区						
	荒井寛	民進		6	山形県 1区						
	石川渉	共産		6	山形県 1区						
	岩本康嗣	共産		6	山形県 2区						
Q11657813	阿部寿一	無所属		6	山形県 3区	男性	1959-08-17				
	加藤太一	共産		6	山形県 3区						
	城取良太	幸福		6	山形県 3区						
	斎藤朝興	共産		7	福島県 1区						
	岡部光規	民進		7	福島県 2区						
	平善彦	共産		7	福島県 2区						
	上杉謙太郎	自民		7	福島県 3区						
Q11543840	橋本健二	共産		7	福島県 3区	男性	1959-01-01				
	古川芳憲	共産		7	福島県 4区						
	渡辺敏雄	社民		7	福島県 4区						
	遠藤陽子	社民		7	福島県 5区						
	熊谷智	共産		7	福島県 5区						
	大内久美子	共産		8	茨城県 1区						
	川辺賢一	幸福		8	茨城県 1区						
	星野文雄	共産		8	茨城県 2区						
Q11586782	石津政雄	民進		8	茨城県 2区	男性	1947-03-10				
	安部一真	民進		8	茨城県 3区						
	林京	共産		8	茨城県 3区						
	堀江鶴治	共産		8	茨城県 4区						
	浅野哲	民進		8	茨城県 5区						
	川崎篤子	共産		8	茨城県 5区						
	青山大人	民進		8	茨城県 6区						
	国光文乃	自民		8	茨城県 6区						
	古沢喜幸	共産		8	茨城県 6区						
	石嶋巌	共産		8	茨城県 7区						
Q11661721	青木弘	共産		9	栃木県 1区	男性	1976-01-01				
Q11533657	柏倉祐司	民進		9	栃木県 1区	男性	1969-04-10				
	渡辺典喜	無所属		9	栃木県 1区						
	小池一徳	共産		9	栃木県 2区						
	石渡剛	幸福		9	栃木県 3区						
	槙昌三	共産		9	栃木県 3区						
	藤岡隆雄	民進		9	栃木県 4区						
	山崎寿彦	共産		9	栃木県 4区						
Q11439189	大豆生田実	無所属		9	栃木県 5区	男性	1965-12-05				
	川上均	共産		9	栃木県 5区						
	店橋世津子	共産		10	群馬県 1区						
	中曽根康隆	無所属		10	群馬県 1区						
	長谷田直之	共産		10	群馬県 2区						
	渋沢哲男	共産		10	群馬県 3区						
	長谷川嘉一	民進		10	群馬県 3区						
	萩原貞夫	共産		10	群馬県 4区						
Q11361823	不破弘樹	民進		10	群馬県 4区	男性	1966-07-09				
Q614476	伊藤達也	共産		10	群馬県 5区	男性	1961-07-06				重複注意
	高橋宣之	社民		10	群馬県 5区						
	鳥羽恵	共産		11	埼玉県 1区						
	菅克己	民進		11	埼玉県 2区						
	平川道也	共産		11	埼玉県 2区						
	飯田剛	幸福		11	埼玉県 3区						
	平野厚子	共産		11	埼玉県 3区						
	山川百合子	民進		11	埼玉県 3区						
	青柳仁士	維新		11	埼玉県 4区						
	朝賀英義	共産		11	埼玉県 4区						
	穂坂泰	自民		11	埼玉県 4区						
	吉田芳朝	民進		11	埼玉県 4区						
	山本悠子	共産		11	埼玉県 5区						
	戸口佐一	共産		11	埼玉県 6区						
	長沼チネ	共産		11	埼玉県 7区						
Q11463967	小野塚勝俊	民進		11	埼玉県 8区	男性	1972-05-05				
	辻源巳	共産		11	埼玉県 8区						
	神田三春	共産		11	埼玉県 9区						
	杉村慎治	民進		11	埼玉県 9区						
Q17159541	清水正之	共産		11	埼玉県 10区	男性	1947-01-01				
	柴岡祐真	共産		11	埼玉県 11区						
	林秀洋	共産		11	埼玉県 12区						
	森田俊和	民進		11	埼玉県 12区						
	赤岸雅治	共産		11	埼玉県 13区						
	池田万佐代	社民		11	埼玉県 13区						
	三角創太	民進		11	埼玉県 13区						
Q11649189	鈴木義弘	民進		11	埼玉県 14区	男性	1962-11-10				重複注意
	苗村京子	共産		11	埼玉県 14区						
	榛野博	維新		11	埼玉県 14区						
	三ツ林裕巳	自民		11	埼玉県 14区						
Q18700742	梅村早江子	共産		11	埼玉県 15区	女性	1964-06-28				
Q7426418	高山智司	民進		11	埼玉県 15区	男性	1970-04-20				
	大野隆	共産		12	千葉県 1区						
Q11653978	長谷川豊	維新		12	千葉県 1区	男性	1975-08-12				
	上野洋嗣	共産		12	千葉県 2区						
	樋口博康	民進		12	千葉県 2区						
	藤巻健太	維新		12	千葉県 2区						
	飯島誠之助	共産		12	千葉県 3区						
Q11472782	岡島一正	自由		12	千葉県 3区	男性	1957-11-03				
	木村哲也	自民		12	千葉県 4区						
	深津俊郎	共産		12	千葉県 4区						
Q11523550	村越祐民	民進		12	千葉県 5区	男性	1974-02-13				
	渡辺正二	共産		12	千葉県 5区						
Q11574554	生方幸夫	民進		12	千葉県 6区	男性	1947-10-31				
	浦野真	共産		12	千葉県 6区						
	星健太郎	維新		12	千葉県 6区						
	石塚貞通	民進		12	千葉県 7区						
	斎藤健	自民		12	千葉県 7区						
	渡部隆夫	共産		12	千葉県 7区						
	小野里定良	共産		12	千葉県 8区						
Q8056290	桜田義孝	自民		12	千葉県 8区	男性	1949-01-01				
	鴨志田安代	共産		12	千葉県 9区						
	笠原正実	共産		12	千葉県 10区						
Q11633044	谷田川元	民進		12	千葉県 10区	男性	1963-01-17				
	椎名史明	共産		12	千葉県 11区						
	多ケ谷亮	民進		12	千葉県 11区						
	大西航	共産		12	千葉県 12区						
	皆川眞一郎	社民		12	千葉県 12区						
	宮川伸	民進		12	千葉県 13区						
Q806947	海江田万里	民進		13	東京都 1区	男性	1949-02-26				
	冨田直樹	共産		13	東京都 1区						
	原口実季 	幸福		13	東京都 1区						
	石沢憲之	共産		13	東京都 2区						
Q11437735	大熊利昭	維新		13	東京都 2区	男性	1963-06-05				
	松尾明弘	民進		13	東京都 2区						
	香西克介	共産		13	東京都 3区						
	青山昂平	共産		13	東京都 4区						
Q11373555	井戸正枝	民進		13	東京都 4区	女性	1965-12-13				
	小林学	維新		13	東京都 5区						
Q11496954	手塚仁雄	民進		13	東京都 5区	男性	1966-09-14				
	宮本栄	共産		13	東京都 5区						
	岸武志	共産		13	東京都 6区						
	中岡茉妃	幸福		13	東京都 6区						
	谷川智行	共産		13	東京都 7区						
	長内史子	共産		13	東京都 8区						
	吉田晴美	民進		13	東京都 8区						
	原純子	共産		13	東京都 9区						
	岸良信	共産		13	東京都 10区						
	鈴木庸介	民進		13	東京都 10区						
	吉井利光	幸福		13	東京都 10区						
	小堤東	共産		13	東京都 11区						
	前田順一郎	民進		13	東京都 11区						
Q18669603	池内沙織	共産		13	東京都 12区	女性	1982-09-15				
	北條智彦	民進		13	東京都 13区						
	祖父江元希	共産		13	東京都 13区						
	阿藤和之	共産		13	東京都 14区						
Q11518735	木村剛司	維新		13	東京都 14区	男性	1971-07-09				
	清井美穂	幸福		13	東京都 14区						
	清水啓史	民進		13	東京都 14区						
	猪野隆	無所属		13	東京都 15区						
Q11535033	柿沢未途	民進		13	東京都 15区	男性	1971-01-21	310kakizawa	https://facebook.com/mito.kakizawa		重複注意
	見山伸路	維新		13	東京都 15区						
	吉田年男	共産		13	東京都 15区						
Q11366452	中津川博郷	維新		13	東京都 16区	男性	1949-04-12				
	新井杉生	共産		13	東京都 17区						
Q11380224	伊藤正樹	民進		13	東京都 17区	男性	1988-11-02				
	橋本繁樹	共産		13	東京都 18区						
Q2576975	末松義規	民進		13	東京都 19区	男性	1956-12-06				
	杉下茂雄	共産		13	東京都 19区						
Q11599306	竹田光明	民進		13	東京都 20区	男性	1955-08-13				
Q11576761	田川豊	共産		13	東京都 21区	男性	1918-11-30				
	阿部真	共産		13	東京都 22区						
	鹿野晃	維新		13	東京都 22区						
Q11470885	山花郁夫	民進		13	東京都 22区	男性	1967-01-18				
	伊藤俊輔	維新		13	東京都 23区						
	小倉将信	自民		13	東京都 23区						
Q11544691	櫛渕万里	民進		13	東京都 23区	女性	1967-10-15				
	松村亮佑	共産		13	東京都 23区						
	飯田美弥子	共産		13	東京都 24区						
	高橋斉久	民進		13	東京都 24区						
	井上宣	共産		13	東京都 25区						
	山下容子	民進		13	東京都 25区						
	明石行夫	共産		14	神奈川県 1区						
	高橋野枝	無所属		14	神奈川県 2区						
	大貫清文	共産		14	神奈川県 2区						
	壱岐愛子	幸福		14	神奈川県 3区						
Q11400194	勝又恒一郎	民進		14	神奈川県 3区	男性	1962-12-11				
	釘丸進	共産		14	神奈川県 3区						
Q1737907	浅尾慶一郎	無所属		14	神奈川県 4区	男性	1964-02-11	asao_keiichiro	https://facebook.com/KeiichiroASAO		重複注意
Q11384221	佐藤清	共産		14	神奈川県 4区	男性	1956-02-21				
	早稲田夕季	民進		14	神奈川県 4区						
	横山征吾	共産		14	神奈川県 5区						
	今村あゆみ	共産		14	神奈川県 6区						
	串田誠一	維新		14	神奈川県 6区						
	中谷一馬	民進		14	神奈川県 7区						
	若林靖久	共産		14	神奈川県 7区						
	加藤リカ	共産		14	神奈川県 8区						
Q6864590	福田峰之	希望		14	神奈川県 8区	男性	1964-01-01		https://facebook.com/fukudamineyuki		
Q11357294	三谷英弘	自民		14	神奈川県 8区	男性	1976-06-28				
	斎藤温	共産		14	神奈川県 9区						
Q11540810	椎名毅	無所属		14	神奈川県 9区	男性	1975-11-20				
	市川佳子	民進		14	神奈川県 10区						
	圷孝行	労働		14	神奈川県 11区						
	瀬戸和弘	共産		14	神奈川県 11区						
	岡崎裕	共産		14	神奈川県 13区						
	太栄志	民進		14	神奈川県 13区						
Q6203082	赤間二郎	自民		14	神奈川県 14区	男性	1968-03-27				
	中野渡旬	共産		14	神奈川県 14区						
	佐々木克己	社民		14	神奈川県 15区						
	沼上常生	共産		14	神奈川県 15区						
	池田博英	共産		14	神奈川県 16区						
	横田英司	共産		14	神奈川県 17区						
Q11542202	樋高剛	自由		14	神奈川県 18区	男性	1965-11-24				
Q11355765	三村和也	民進		14	神奈川県 18区	男性	1975-09-09				
	町田明広	共産		15	新潟県 1区						
	細井良雄	共産		15	新潟県 2区						
Q735492	伊藤誠	共産		15	新潟県 3区	男性	1936-04-20				重複注意
Q11380431	伊藤誠	共産		15	新潟県 3区	男性	1983-05-02				重複注意
Q18817369	伊藤誠	共産		15	新潟県 3区	男性	1952-08-05				重複注意
	五十嵐健彦	共産		15	新潟県 4区						
Q11435293	大平悦子	無所属		15	新潟県 5区	女性	1956-10-09				
	笠原麗香	幸福		15	新潟県 5区						
	西沢博	共産		15	新潟県 5区						
	上野公悦	共産		15	新潟県 6区						
	梅谷守	民進		15	新潟県 6区						
	今井基之	民進		16	富山県 1区						
	広野允士	自由		16	富山県 1区						
	山崎彰	社民		16	富山県 2区						
	坂本洋史	共産		16	富山県 3区						
	黒崎清則	共産		17	石川県 1区						
Q10856313	田中美絵子	民進		17	石川県 1区	女性	1975-12-16				
	本田正和	共産		17	石川県 2区						
	宮元智	幸福		17	石川県 2区						
Q11638747	近藤和也	民進		17	石川県 3区	男性	1973-12-12				
	鈴木宏太	共産		17	石川県 3区						
	金元幸枝	共産		18	福井県 1区						
Q11500159	斉木武志	民進		18	福井県 2区	男性	1974-05-13				
	猿橋巧	共産		18	福井県 2区						
	西脇愛	幸福		19	山梨県 1区						
	宮内現	共産		19	山梨県 1区						
	大久保令子	共産		19	山梨県 2区						
	小林弘幸	民進		19	山梨県 2区						
	長瀬由希子	共産		20	長野県 1区						
	橋本将之	維新		20	長野県 1区						
	清沢達也	共産		20	長野県 2区						
Q6882969	下条みつ	民進		20	長野県 2区	男性	1955-01-01				
	手塚大輔	維新		20	長野県 2区						
	及川幸久	幸福		20	長野県 3区						
	小金沢由佳	共産		20	長野県 3区						
Q11457846	寺島義幸	民進		20	長野県 3区	男性	1953-08-28				
	毛利栄子	共産		20	長野県 4区						
	中嶋康介	民進		20	長野県 5区						
	水野力夫	共産		20	長野県 5区						
	野原典子	幸福		21	岐阜県 1区						
	山越徹	共産		21	岐阜県 1区						
	吉田里江	民進		21	岐阜県 1区						
	森桜房義	共産		21	岐阜県 2区						
	井上諭	共産		21	岐阜県 3区						
Q11656652	阪口直人	民進		21	岐阜県 3区	男性	1963-06-12				
	佐伯哲也	維新		21	岐阜県 4区						
Q11657599	阿知波吉信	民進		21	岐阜県 5区	男性	1963-06-21				
	小関祥子	共産		21	岐阜県 5区						
	青山雅幸	無所属		22	静岡県 1区						
Q11462267	小池政就	維新		22	静岡県 1区	男性	1974-06-23				
	鈴木千佳	共産		22	静岡県 1区						
	福村隆	民進		22	静岡県 1区						
	松尾勉	民進		22	静岡県 2区						
	四ツ谷恵	共産		22	静岡県 2区						
	松浦喜芳	共産		22	静岡県 3区						
Q11455005	宮沢博行	自民		22	静岡県 3区	男性	1975-01-10				
Q9047844	田中健	民進		22	静岡県 4区	男性	1966-01-06				重複注意
Q11575286	田中健	民進		22	静岡県 4区	男性	1981-07-28				重複注意
Q11575288	田中健	民進		22	静岡県 4区	男性	1951-03-06				重複注意
Q11575289	田中健	民進		22	静岡県 4区	男性	1988-03-16				重複注意
Q11529448	松原聡	共産		22	静岡県 4区	男性	1954-11-01				
	井口昌彦	共産		22	静岡県 5区						
Q11413102	吉川赳	自民		22	静岡県 5区	男性	1982-04-07				
	内田豊	共産		22	静岡県 6区						
	野沢正司	共産		22	静岡県 7区						
Q18458881	源馬謙太郎	民進		22	静岡県 8区	男性	1972-12-21				
	嶋田初江	共産		22	静岡県 8区						
	大野宙光	共産		23	愛知県 1区						
	平山良平	社民		23	愛知県 1区						
Q11414054	吉田統彦	民進		23	愛知県 1区	男性	1974-11-14				
	酒井健太朗	共産		23	愛知県 2区						
Q11638850	近藤浩	維新		23	愛知県 4区	男性	1961-01-31				
	井桁亮	こころ		23	愛知県 5区						
	月東義博	共産		23	愛知県 5区						
	田上光徳	共産		23	愛知県 6区						
Q11539787	森本和義	民進		23	愛知県 6区	男性	1966-06-16				
	長友忠弘	共産		23	愛知県 8区						
