田中良生,埼玉県 15区,自民
大野隆,千葉県 1区,共産
門山宏哲,千葉県 1区,自民
田嶋要,千葉県 1区,民進
長谷川豊,千葉県 1区,維新
上野洋嗣,千葉県 2区,共産
小林鷹之,千葉県 2区,自民
樋口博康,千葉県 2区,民進
藤巻健太,千葉県 2区,維新
飯島誠之助,千葉県 3区,共産
岡島一正,千葉県 3区,自由
松野博一,千葉県 3区,自民
木村哲也,千葉県 4区,自民
野田佳彦,千葉県 4区,民進
深津俊郎,千葉県 4区,共産
薗浦健太郎,千葉県 5区,自民
村越祐民,千葉県 5区,民進
渡辺正二,千葉県 5区,共産
生方幸夫,千葉県 6区,民進
浦野真,千葉県 6区,共産
星健太郎,千葉県 6区,維新
渡辺博道,千葉県 6区,自民
石塚貞通,千葉県 7区,民進
斎藤健,千葉県 7区,自民
渡部隆夫,千葉県 7区,共産
太田和美,千葉県 8区,民進
小野里定良,千葉県 8区,共産
桜田義孝,千葉県 8区,自民
秋本真利,千葉県 9区,自民
奥野総一郎,千葉県 9区,民進
鴨志田安代,千葉県 9区,共産
笠原正実,千葉県 10区,共産
林幹雄,千葉県 10区,自民
谷田川元,千葉県 10区,民進
椎名史明,千葉県 11区,共産
多ケ谷亮,千葉県 11区,民進
森英介,千葉県 11区,自民
大西航,千葉県 12区,共産
浜田靖一,千葉県 12区,自民
皆川眞一郎,千葉県 12区,社民
斉藤和子,千葉県 13区,共産
白須賀貴樹,千葉県 13区,自民
宮川伸,千葉県 13区,民進
海江田万里,東京都 1区,民進
冨田直樹,東京都 1区,共産
原口実季 ,東京都 1区,幸福
山田美樹,東京都 1区,自民
石沢憲之,東京都 2区,共産
大熊利昭,東京都 2区,維新
辻清人,東京都 2区,自民
松尾明弘,東京都 2区,民進
石原宏高,東京都 3区,自民
香西克介,東京都 3区,共産
松原仁,東京都 3区,希望
青山昂平,東京都 4区,共産
井戸正枝,東京都 4区,民進
平将明,東京都 4区,自民
小林学,東京都 5区,維新
手塚仁雄,東京都 5区,民進
宮本栄,東京都 5区,共産
若宮健嗣,東京都 5区,自民
越智隆雄,東京都 6区,自民
落合貴之,東京都 6区,民進
岸武志,東京都 6区,共産
中岡茉妃,東京都 6区,幸福
谷川智行,東京都 7区,共産
長妻昭,東京都 7区,民進
松本文明,東京都 7区,自民
石原伸晃,東京都 8区,自民
長内史子,東京都 8区,共産
吉田晴美,東京都 8区,民進
木内孝胤,東京都 9区,希望
菅原一秀,東京都 9区,自民
原純子,東京都 9区,共産
岸良信,東京都 10区,共産
鈴木隼人,東京都 10区,自民
鈴木庸介,東京都 10区,民進
吉井利光,東京都 10区,幸福
若狭勝,東京都 10区,希望
小堤東,東京都 11区,共産
下村博文,東京都 11区,自民
前田順一郎,東京都 11区,民進
池内沙織,東京都 12区,共産
太田昭宏,東京都 12区,公明
鴨下一郎,東京都 13区,自民
北條智彦,東京都 13区,民進
祖父江元希,東京都 13区,共産
阿藤和之,東京都 14区,共産
木村剛司,東京都 14区,維新
清井美穂,東京都 14区,幸福
清水啓史,東京都 14区,民進
松島みどり,東京都 14区,自民
秋元司,東京都 15区,自民
猪野隆,東京都 15区,無所属
柿沢未途,東京都 15区,民進
見山伸路,東京都 15区,維新
吉田年男,東京都 15区,共産
大西英男,東京都 16区,自民
中津川博郷,東京都 16区,維新
初鹿明博,東京都 16区,民進
新井杉生,東京都 17区,共産
伊藤正樹,東京都 17区,民進
平沢勝栄,東京都 17区,自民
菅直人,東京都 18区,民進
土屋正忠,東京都 18区,自民
橋本繁樹,東京都 18区,共産
末松義規,東京都 19区,民進
杉下茂雄,東京都 19区,共産
松本洋平,東京都 19区,自民
木原誠二,東京都 20区,自民
竹田光明,東京都 20区,民進
宮本徹,東京都 20区,共産
小田原潔,東京都 21区,自民
田川豊,東京都 21区,共産
長島昭久,東京都 21区,希望
阿部真,東京都 22区,共産
伊藤達也,東京都 22区,自民
鹿野晃,東京都 22区,維新
山花郁夫,東京都 22区,民進
伊藤俊輔,東京都 23区,維新
小倉将信,東京都 23区,自民
櫛渕万里,東京都 23区,民進
松村亮佑,東京都 23区,共産
飯田美弥子,東京都 24区,共産
